name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address 
شقة طابق أول مساحة 162م مميزة جداً للبيع/ ضاحية الياسمين 112,85000,https://opensooq-images.os-cdn.com/previews/220x0/6e7c/a102/6e7ca1028e1557eb28222c16a0498f873e2ab54f991360667f570a27fdb0def7.jpg.jpg,162,٣ حمّامات,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة مميزة جداً للبيع طابق الاول مساحة 88م/ شارع الاذاعة وتلفزيون,46000,https://opensooq-images.os-cdn.com/previews/220x0/a455/f300/a455f3003b3766b729711cdf938d4a4f531d0f2822616dc05e3f08075203345e.png.jpg,88,حمّام,٢ غرفتا نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة 186م في تلاع العلي حي البركة 4 نوم 2 ماستر 4 حمام,97000,https://opensooq-images.os-cdn.com/previews/220x0/d768/c29d/d768c29dac87675c50a1b041efc4c3f99e206558a419c4c072f31689915bbd92.jpg.jpg,186,٤ حمّامات,٤ غرف نوم,23.6350341,58.10643455507484,عمان حي البركة,"حي البركة, السيب, محافظة مسقط, سلطنة عُمان Oman","{'place_id': 181707867, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 418931092, 'boundingbox': ['23.6318015', '23.6389373', '58.0984772', '58.1147636'], 'lat': '23.6350341', 'lon': '58.10643455507484', 'display_name': 'حي البركة, السيب, محافظة مسقط, سلطنة عُمان Oman', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.39999999999999997}"
شقة طابق أرضي مساحة مساحة 160م للبيع/ ضاحية الياسمين 66,75000,https://opensooq-images.os-cdn.com/previews/220x0/9586/b148/9586b1483c70aaca3cc4f69389ccac98663db7061ee61ee48a1c786aaffdb5ac.jpg.jpg,160,٣ حمّامات,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة للبيع في تلاع العلي مساحة 235م 4 غرف نوم,135000,https://opensooq-images.os-cdn.com/previews/220x0/4fa0/09f2/4fa009f209cd978c95e31b8f5a6d011f2ee6e85f1d8793f7ac8b6d9c166eaa78.jpg.jpg,235,٤ حمّامات,٤ غرف نوم,32.0088886,35.8651445,عمان تلاع العلي,"تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن","{'place_id': 52947557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4268898426, 'boundingbox': ['32.0088386', '32.0089386', '35.8650945', '35.8651945'], 'lat': '32.0088886', 'lon': '35.8651445', 'display_name': 'تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.51}"
شقة للبيع في خلدا طابق ثاني 190م,135000,https://opensooq-images.os-cdn.com/previews/220x0/f8a3/ecb0/f8a3ecb00bd82b06c9caeebaee427d14e5a1709525e4b26a589ec412e59706bf.jpg.jpg,195,٣ حمّامات,٣ غرف نوم,31.9998333,35.8498379,عمان خلدا,"خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن","{'place_id': 7170579, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 802863518, 'boundingbox': ['31.9997833', '31.9998833', '35.8497879', '35.8498879'], 'lat': '31.9998333', 'lon': '35.8498379', 'display_name': 'خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة طابق أرضي مع ترس تشطيبات سوبر ديلوكس للبيع/ حي الصحابة _ عميش 138,145000,https://opensooq-images.os-cdn.com/previews/220x0/9a89/4fcc/9a894fcc500eb243feccbfca085ba9ffe59ea80f78f01b58573355a9fc22e270.jpg.jpg,230,٤ حمّامات,٤ غرف نوم,31.9833932,35.8330223,عمان رجم عميش,"شارع يوسف عميش, رجم الشرائرة, الكمالية, عمان, 234532, Jordan / الأُرْدُن","{'place_id': 224620324, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 688227677, 'boundingbox': ['31.9833125', '31.983499', '35.8330062', '35.8330223'], 'lat': '31.9833932', 'lon': '35.8330223', 'display_name': 'شارع يوسف عميش, رجم الشرائرة, الكمالية, عمان, 234532, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'residential', 'importance': 0.41000000000000003}"
شقة مساحة 140م مميزة جداً للبيع/ ضاحية الياسمين 104,75000,https://opensooq-images.os-cdn.com/previews/220x0/509c/fd8b/509cfd8bf1e31c907ddb253ba14f3838dbee43277fd8b30a128f93baa5a9589d.jpg.jpg,140,٣ حمّامات,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة شبه أرضي مساحة 190م مع ترس مميزة جداً للبيع/ حي الصحابة _ عميش 129,99000,https://opensooq-images.os-cdn.com/previews/220x0/d717/4434/d717443443f4d4a219f56d52da30c77fa7d96867a7c20f68a63b374cb2369ad3.jpg.jpg,190,٣ حمّامات,٣ غرف نوم,31.9833932,35.8330223,عمان رجم عميش,"شارع يوسف عميش, رجم الشرائرة, الكمالية, عمان, 234532, Jordan / الأُرْدُن","{'place_id': 224620324, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 688227677, 'boundingbox': ['31.9833125', '31.983499', '35.8330062', '35.8330223'], 'lat': '31.9833932', 'lon': '35.8330223', 'display_name': 'شارع يوسف عميش, رجم الشرائرة, الكمالية, عمان, 234532, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'residential', 'importance': 0.41000000000000003}"
شقه للبيع في ضاحيه الرشيد خلف سكن اميمه قريبه عله الخدمات وعله الجامعه الاردنيه,53000,https://opensooq-images.os-cdn.com/previews/220x0/0fd6/a133/0fd6a13301b07aed7babf1d909ec8981688475ba61bd930152fd78367ee573a7.png.jpg,130,حمّامين,٣ غرف نوم,32.0741816,35.9997859,عمان ضاحية الرشيد,"تحويلة بيرين - عمان, الزرقاء, Jordan / الأُرْدُن","{'place_id': 176398583, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 396106166, 'boundingbox': ['32.0741281', '32.0806911', '35.987421', '36.0133325'], 'lat': '32.0741816', 'lon': '35.9997859', 'display_name': 'تحويلة بيرين - عمان, الزرقاء, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'tertiary', 'importance': 0.19999999999999998}"
شقق جديدة استثماريه للبيع السابع مقابل غاليريا مول 80م بسعر مناسب,62000,https://opensooq-images.os-cdn.com/previews/220x0/2bde/af85/2bdeaf858a619c8861aad8456749598c58425d77d33259eef8d0afc4e9cc61d8.jpg.jpg,80,حمّامين,٢ غرفتا نوم,31.95939875,35.857552167957806,عمان الدوار السابع,"الدوار السابع, شارع زهران, الصويفية, عمان, 11610, Jordan / الأُرْدُن","{'place_id': 180552600, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 404199205, 'boundingbox': ['31.9586627', '31.9600018', '35.8566596', '35.8584568'], 'lat': '31.95939875', 'lon': '35.857552167957806', 'display_name': 'الدوار السابع, شارع زهران, الصويفية, عمان, 11610, Jordan / الأُرْدُن', 'class': 'junction', 'type': 'yes', 'importance': 0.31100000000000005}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقة طابق ثالث مساحة 167م مميزة جداً للبيع / ضاحية الياسمين 107,60000,https://opensooq-images.os-cdn.com/previews/220x0/0e31/edbf/0e31edbf0c0fce99bf136daec026e6f364cc73368ccf988310ce25546fe06a75.jpg.jpg,167,٣ حمّامات,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة ارضية جديده للبيع الظهير 160م تشطيبات فاخره واطلاله مميزة,125000,https://opensooq-images.os-cdn.com/previews/220x0/9436/2579/94362579ba23c196dd14363474528a0933cf6522df5d6e0d0d0848595c5c4614.jpg.jpg,160,٣ حمّامات,٣ غرف نوم,32.0608069,35.8939196,عمان الظهير,"شارع كمال محمد الزهير, أبو نصير, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 122471616, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 153096934, 'boundingbox': ['32.0607005', '32.0619702', '35.891477', '35.8957059'], 'lat': '32.0608069', 'lon': '35.8939196', 'display_name': 'شارع كمال محمد الزهير, أبو نصير, عمان, 0962, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'residential', 'importance': 0.21}"
شقة طابق الثاني مساحة 180م مميزة جداً للبيع/ ضاحية الياسمين 46,75000,https://opensooq-images.os-cdn.com/previews/220x0/d545/3cbe/d5453cbe73e14a102f7cb05363fce7ee1e84d635343cd811c9fdd9860fb56562.jpg.jpg,180,٣ حمّامات,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقق جديده للبيع الظهير بمساحات 180م تشطيبات فاخره واطلاله مميزة,125000,https://opensooq-images.os-cdn.com/previews/220x0/19f4/6e3b/19f46e3b55436f4c4da07d96ad3ba24c9593953f52ff2a53a0e033661fd4a185.jpg.jpg,160,٣ حمّامات,٣ غرف نوم,32.0608069,35.8939196,عمان الظهير,"شارع كمال محمد الزهير, أبو نصير, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 122471616, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 153096934, 'boundingbox': ['32.0607005', '32.0619702', '35.891477', '35.8957059'], 'lat': '32.0608069', 'lon': '35.8939196', 'display_name': 'شارع كمال محمد الزهير, أبو نصير, عمان, 0962, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'residential', 'importance': 0.21}"
شقة مميزة جداً للبيع مساحة 115م/ الذراع الغربي 7,40000,https://opensooq-images.os-cdn.com/previews/220x0/629b/1884/629b18845dbdbdc53f808cd6b78b0e838dd51047bef3ab6408a7aa49b89f946f.png.jpg,115,حمّامين,٣ غرف نوم,31.25,35.566667,عمان الذراع,"غور الذراع, الكرك, Jordan / الأُرْدُن","{'place_id': 7180067, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 802887154, 'boundingbox': ['31.23', '31.27', '35.546667', '35.586667'], 'lat': '31.25', 'lon': '35.566667', 'display_name': 'غور الذراع, الكرك, Jordan / الأُرْدُن', 'class': 'place', 'type': 'village', 'importance': 0.375, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png'}"
شقة طابق أرضي مع ترس مميزة جداً للبيع/ طبربور 13,85000,https://opensooq-images.os-cdn.com/previews/220x0/3f2d/872e/3f2d872eb571f04143604bb9922800ef691aedcc061b7cb6c5c4806f651929a4.jpg.jpg,150,٣ حمّامات,٣ غرف نوم,32.003056,35.947222,عمان طبربور,"طبربور, طارق, عمان, 11191, Jordan / الأُرْدُن","{'place_id': 7076065, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798899785, 'boundingbox': ['32.003006', '32.003106', '35.947172', '35.947272'], 'lat': '32.003056', 'lon': '35.947222', 'display_name': 'طبربور, طارق, عمان, 11191, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقه ارضيه جديده للبيع تلاع العلي قرب المستشفى 175م مع ترس 60م,129000,https://opensooq-images.os-cdn.com/previews/220x0/fa61/2a3f/fa612a3faae8ebd2e41054ad2a21c67a494c3dcb699bb3872ce481c740c1acc3.jpg.jpg,175,٣ حمّامات,٣ غرف نوم,32.0088886,35.8651445,عمان تلاع العلي,"تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن","{'place_id': 52947557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4268898426, 'boundingbox': ['32.0088386', '32.0089386', '35.8650945', '35.8651945'], 'lat': '32.0088886', 'lon': '35.8651445', 'display_name': 'تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.51}"
شقه ارضيه للبيع تلاع العلي 190م مع ترس 50م تشطيبات سوبر ديلوكس,134000,https://opensooq-images.os-cdn.com/previews/220x0/74df/27fc/74df27fc5e397a9538b202e718245908a6c516550cd0ab172e05ed9eb36e557a.jpg.jpg,190,٣ حمّامات,٣ غرف نوم,32.0088886,35.8651445,عمان تلاع العلي,"تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن","{'place_id': 52947557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4268898426, 'boundingbox': ['32.0088386', '32.0089386', '35.8650945', '35.8651945'], 'lat': '32.0088886', 'lon': '35.8651445', 'display_name': 'تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.51}"
استوديوهات مفروشة للبيع تلاع العلي 40م تشطيبات سوبر ديلوكس,40000,https://opensooq-images.os-cdn.com/previews/220x0/c8ac/ad8d/c8acad8dafa811488de93872fb1aa027d84718166f7df2170d79bda932e2de02.jpg.jpg,40,حمّام,غرفة نوم,32.0088886,35.8651445,عمان تلاع العلي,"تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن","{'place_id': 52947557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4268898426, 'boundingbox': ['32.0088386', '32.0089386', '35.8650945', '35.8651945'], 'lat': '32.0088886', 'lon': '35.8651445', 'display_name': 'تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.51}"
شقه فارغه للبيع الجاردنز قرب بن العميد 135م طابق اول بسعر مميز,52000,https://opensooq-images.os-cdn.com/previews/220x0/85b0/d130/85b0d130857d1d1a1fcdc568359c4241a30020ab9f6ff39c49fde8b9347ef095.jpg.jpg,135,حمّامين,٣ غرف نوم,31.9853265,35.8806996,عمان الجاردنز,"الجاردنز, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 50258733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4003468941, 'boundingbox': ['31.9852765', '31.9853765', '35.8806496', '35.8807496'], 'lat': '31.9853265', 'lon': '35.8806996', 'display_name': 'الجاردنز, عمان, 11192, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقه شبه ارضي جديده للبيع طريق المطار 225م وحديقه 70م 4 نوم سوبر ديلوكس,175000,https://opensooq-images.os-cdn.com/previews/220x0/c44f/e070/c44fe0707e434e02e1ac8ca4d7a6a60e89eddc18aca860ca1b6aa24727da4524.jpg.jpg,225,٤ حمّامات,٤ غرف نوم,31.3664323,36.0745529,عمان طريق المطار,"شارع مطار الملكة علياء, سواقة الغربية, عمان, Jordan / الأُرْدُن","{'place_id': 224624038, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 700878717, 'boundingbox': ['31.3664323', '31.3674181', '36.0744549', '36.0745529'], 'lat': '31.3664323', 'lon': '36.0745529', 'display_name': 'شارع مطار الملكة علياء, سواقة الغربية, عمان, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'trunk', 'importance': 0.21}"
شقق جديده للبيع الجاردنز خلف السرك 140م تشطيبات سوبر ديلوكس,88000,https://opensooq-images.os-cdn.com/previews/220x0/e0a9/a184/e0a9a1848a2c78306d4a398400368847e6290cacfa8b429b21270e3408b16331.jpg.jpg,140,٣ حمّامات,٣ غرف نوم,31.9853265,35.8806996,عمان الجاردنز,"الجاردنز, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 50258733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4003468941, 'boundingbox': ['31.9852765', '31.9853765', '35.8806496', '35.8807496'], 'lat': '31.9853265', 'lon': '35.8806996', 'display_name': 'الجاردنز, عمان, 11192, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
استوديوهات او شقق فارغة للبيع تلاع العلي 40م تشطيبات سوبر ديلوكس,34000,https://opensooq-images.os-cdn.com/previews/220x0/f86f/ca87/f86fca8703357af87bdf8861e58b440188d57499a57b95462bb6f8c02b961e0a.jpg.jpg,40,حمّام,غرفة نوم,32.0088886,35.8651445,عمان تلاع العلي,"تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن","{'place_id': 52947557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4268898426, 'boundingbox': ['32.0088386', '32.0089386', '35.8650945', '35.8651945'], 'lat': '32.0088886', 'lon': '35.8651445', 'display_name': 'تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.51}"
شقه شبه ارضي للبيع الجاردنز خلف السرك 100م مع ترس وحديقة,68000,https://opensooq-images.os-cdn.com/previews/220x0/c971/004b/c971004b59bb9f99fdfd9b85ae9e13b44121f7d127325bca47caed8d5ae5e0c0.jpg.jpg,100,حمّامين,٢ غرفتا نوم,31.9853265,35.8806996,عمان الجاردنز,"الجاردنز, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 50258733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4003468941, 'boundingbox': ['31.9852765', '31.9853765', '35.8806496', '35.8807496'], 'lat': '31.9853265', 'lon': '35.8806996', 'display_name': 'الجاردنز, عمان, 11192, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة ارضية جديده للبيع ام السماق 150م تشطيبات سوبرديلوكس وباسعار مناسبه .,125000,https://opensooq-images.os-cdn.com/previews/220x0/9525/581f/9525581fd9d650ae683477030ff94a88ff43c6525ad5b25520210235e6fc484c.jpg.jpg,150,٣ حمّامات,٣ غرف نوم,31.983333,35.85,عمان ام السماق,"أم السماق, عمان, Jordan / الأُرْدُن","{'place_id': 211376394, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 620546034, 'boundingbox': ['31.9744263', '31.9969851', '35.8313727', '35.8678186'], 'lat': '31.983333', 'lon': '35.85', 'display_name': 'أم السماق, عمان, Jordan / الأُرْدُن', 'class': 'landuse', 'type': 'residential', 'importance': 0.41}"
شقة طابق الاول مساحة 161م مميزة جداً للبيع/ ضاحية الياسمين 49,90000,https://opensooq-images.os-cdn.com/previews/220x0/8662/8f32/86628f3295d32176ef71418930b973a761d8fd30d5f10f8ce19c479d9024fe5f.jpg.jpg,161,٣ حمّامات,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة  مساحة 128م مميزة جداً للبيع/ ضاحية الياسمين _ خلف مستشفى الحياة 13,53000,https://opensooq-images.os-cdn.com/previews/220x0/6867/9ea4/68679ea4e3fcc04bdabbb2375ba294a8642a1e10d79e64fafa4688ebf9350507.png.jpg,128,حمّامين,٢ غرفتا نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة طابق الثاني مساحة 130م مميزة جداً للبيع / ضاحية الياسمين 8,59000,https://opensooq-images.os-cdn.com/previews/220x0/ae5b/5973/ae5b597374ad063a3525c75c503ffe88e36e75f556829436ad395c830cc079d5.jpg.jpg,130,حمّامين,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة طابق شبه الارضي مساحة 147م مميزة جداً للبيع / ضاحية الياسمين 11,45000,https://opensooq-images.os-cdn.com/previews/220x0/2b74/dcbe/2b74dcbeced3c0d229a1bd7e52ed2f9db24e8e1def76e27d273b3cddaf437d21.png.jpg,147,حمّامين,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة طابق الاول مساحة 128م مميزة جداً للبيع بسعر مغري/ ضاحية الياسمين 15,48000,https://opensooq-images.os-cdn.com/previews/220x0/8d8d/5bb6/8d8d5bb6ef16cdf5e1c0460695b4ab485f5beb2b71b135256f52ceee70b8b084.jpg.jpg,128,حمّامين,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
