name,price,img,km,year,type
هيونداي افانتي 1997 للبدل,4700,https://opensooq-images.os-cdn.com/previews/220x0/8dbc/9f71/8dbc9f718eb544b2fee8311355bfec0528f7c4bad1a45779ec0f2e15daad0095.jpg.jpg,"٦٠,٠٠٠ - ٦٩,٩٩٩",1997,هيونداي
كيا سيفيا ون موديل96,2300,https://opensooq-images.os-cdn.com/previews/220x0/679c/a8a9/679ca8a9ddfb63af6d15ba07dc3a13d63c8be4e2160262b362f25a3ff5f547aa.jpg.jpg,٠,1996,كيا
2014       بريوسc,9500,https://opensooq-images.os-cdn.com/previews/220x0/222a/dd03/222add0399456aab47d2245f49f967351651d3004817ac41e963a0113bff7cba.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2014,تويوتا
بي ام بوز نمر لبيع كاش موديل 87محوله كامل 90,2800,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,٠,1987,بي ام دبليو
يعقوب الدبوبي,1650,https://opensooq-images.os-cdn.com/previews/220x0/cee6/16d3/cee616d35184e9cd83738ff6d90be02103db53e7f4e74df77b494a78cf69ba08.jpg.jpg,"١ - ٩,٩٩٩",1988,أوبل
هونداي أفانتي أكس دي2003,4500,https://opensooq-images.os-cdn.com/previews/220x0/34b3/4f76/34b34f76cc198898a9d5fdc85f9a104b3d6ea7ef76f61c945701f63566955df7.jpg.jpg,"١ - ٩,٩٩٩",2003,هيونداي
مطلوب رنج روفر,25000,https://opensooq-images.os-cdn.com/previews/220x0/015b/2503/015b2503d9b50243c038bf31ce1468c8980c61aa44c88b634ed2314930d46406.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2013,لاند روفر
هيونداي اكس دي 2001,4300,https://opensooq-images.os-cdn.com/previews/220x0/4b42/ef35/4b42ef358019f116a69c13cc6fc27c5249b3a8c0d400fdf64dd601f3aa44724e.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2001,هيونداي
كيا سول الكترك 2017,12250,https://opensooq-images.os-cdn.com/previews/220x0/bb34/1ac7/bb341ac756ab65a1543bc076cbcd685249323716bc22e28054bfca9e0f7e0cbd.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2017,كيا
هوندا سيفيك 97 لون خمري,5500,https://opensooq-images.os-cdn.com/previews/220x0/016c/9aa4/016c9aa4b5fd0bc41d746d8192cd5e1849377989b1b5cfe8ca63f297d4f32e24.jpg.jpg,"١ - ٩,٩٩٩",1997,هوندا
كيا 2001 سبكترا توماتيك وممكن اقساط,4000,https://opensooq-images.os-cdn.com/previews/220x0/26e4/aa93/26e4aa93d11ac337b27c3eef552cbdd66ee6f1e2cd5a16634a4cb52ba87160ff.jpg.jpg,"١ - ٩,٩٩٩",2001,كيا
متسوبيشي جالنت 2009 فل الفل بدون جلد,11000,https://opensooq-images.os-cdn.com/previews/220x0/4ccc/d1f9/4cccd1f947e6ad8610442e13171f5e98fb85516bac341f3a0ca97d1d9e4b9cf3.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2009,ميتسوبيشي
كيا كارينز وارد وكاله عداد زيرو موديل 2016,16000,https://opensooq-images.os-cdn.com/previews/220x0/77f4/f00f/77f4f00f212075edd81c0d4c55f74d7380f10efa2cc6351273661da16272b841.jpg.jpg,٠,2016,كيا
اكسنت الدب 98 اوتوماتيك وممكن اقساط,4000,https://opensooq-images.os-cdn.com/previews/220x0/fea5/fe56/fea5fe56e0b3a913d48889bc4f4447302bf29ef22f1408b65d80159591bd5419.jpg.jpg,"١ - ٩,٩٩٩",1998,هيونداي
تويوتا كورولا موديل 83,3000,https://opensooq-images.os-cdn.com/previews/220x0/bca0/de72/bca0de7215a131554f9121cb810958b5be55ab0eb8a73a2cf2c0c81a8c0857b8.jpg.jpg,٠,1983,تويوتا
بكم بالصلاه ع النبي,5000,https://opensooq-images.os-cdn.com/previews/220x0/b1aa/3666/b1aa366612d102bb2b4ff6fcaadf6b2772a22ab3c9f1d0eb8e66eb471c7d2441.jpg.jpg,٠,2003,أخرى
name,price,img,km,year,type
متسوبيشي لانسر 2011,7600,https://opensooq-images.os-cdn.com/previews/220x0/a384/d206/a384d206961bfcbd02db93fbecd6b577a4d628fa198e9e467bfe1e49a196214f.jpg.jpg,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",2011,ميتسوبيشي
سيفيا تو 97 اوتوماتيك كاش او اقساط,3750,https://opensooq-images.os-cdn.com/previews/220x0/210c/0c2e/210c0c2e66aaadf584d9445031c5535fcefac76ac62db774de7b4a9d59ec7e49.jpg.jpg,"١ - ٩,٩٩٩",1997,كيا
مازدا 3  2014 لون لؤلؤي,9800,https://opensooq-images.os-cdn.com/previews/220x0/3aa7/67da/3aa767da6f53dbc9433b1b4b5b97384b967ac7c0b93f4ad262b91861d2f2f67f.png.jpg,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",2014,مازدا
بكب نيسان نافارا فل الفل فحص 7 جيد,14500,https://opensooq-images.os-cdn.com/previews/220x0/88e8/6114/88e86114ec21f3e9ae86ae4297a654c7c42aed4f83d4de4f6c6fa39a317513ce.jpg.jpg,٠,2011,نيسان
تويوتا راف فور كهرباء 2014,12500,https://opensooq-images.os-cdn.com/previews/220x0/64fe/5375/64fe53757c2a56af551db8fc67044fc11dba632c67dc1914ac9746efe2757a5f.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2014,تويوتا
bmw e34 520 فل كامل للبيع,5000,https://opensooq-images.os-cdn.com/previews/220x0/eb2f/8a41/eb2f8a41720d53922709e5bd9822c0daddf8e4f5b96ab063460fbf6d7631fa6d.jpg.jpg,٠,1994,بي ام دبليو
دودج رام 2019 bighorn بسعر مغري,27500,https://opensooq-images.os-cdn.com/previews/220x0/8e91/57bb/8e9157bbb76ae8bd2522ca148d41f47ef59bfe6037d67bb8728311898bc80e6d.jpg.jpg,٠,2019,دودج
نيسان التيما موديل 2006 وارد وكاله اثنين جيد اثنين دقه,6500,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"١٨٠,٠٠٠ - ١٨٩,٩٩٩",2006,نيسان
هونداي النترا موديل 2014فل وفتحة للبيع اوبدل,10800,https://opensooq-images.os-cdn.com/previews/220x0/b596/e429/b596e429abe1a9256f890b3216dbc17fb9b558e4b24262ae80dc03908902f7af.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2014,هيونداي
السيارة بصلاة النبي,3600,https://opensooq-images.os-cdn.com/previews/220x0/79b2/9c41/79b29c413d0d330524b4cbabb54cd41cd439ed92a602f6c076291fd2eaf5aa44.jpg.jpg,"١ - ٩,٩٩٩",1993,نيسان
"هونداي النترا موديل 2014,بحالة ممتازة للبيع",10800,https://opensooq-images.os-cdn.com/previews/220x0/9573/7638/95737638f355ebb16ffcd69fc84699790621e39fcf05c4d2629b363829e2975a.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2014,هيونداي
هونداي 2001,4400,https://opensooq-images.os-cdn.com/previews/220x0/8315/ac64/8315ac64338fa1a202203379e58e56c331fd21073e9731d722e827c3df0e007b.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2001,هيونداي
بيجو غير مجمركه للبيع,2200,https://opensooq-images.os-cdn.com/previews/220x0/9c72/1aec/9c721aec57f31bb1aff658e2d98ebf2a26e61c6dc17abff9468f8746c21a3ac4.jpg.jpg,"١١٠,٠٠٠ - ١١٩,٩٩٩",2005,بيجو
نيسان تيتان معدل 4*4,9500,https://opensooq-images.os-cdn.com/previews/220x0/593c/e73f/593ce73fce1680820bc1c9ebec5bf1024cf9f24cf1a12aa6542b958018318087.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2008,نيسان
هوندا سيفيك 2013 هايبرد فحص كامل,12300,https://opensooq-images.os-cdn.com/previews/220x0/a443/0636/a4430636fe3f75b51b6861541a8a8cfda2b1adcc949cdfa15872e7b97368b893.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2013,هوندا
دايو لمنز مشيتها نخب منتهي الترخيص,500,https://opensooq-images.os-cdn.com/previews/220x0/4dd9/ec41/4dd9ec415a4a0911b453e35adb7e9f3c1b93fe21f64ae703008a928fdde7d7d5.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1994,دايو
مايتي شصي طويل عمومي,4000,https://opensooq-images.os-cdn.com/previews/220x0/2266/0415/226604152f907c11c59e0e8e3ae3a17a7685e742fea4e1f6a0b57398328ee8f2.jpg.jpg,٠,1994,هيونداي
هنداي توسان 2013 للبيع,14950,https://opensooq-images.os-cdn.com/previews/220x0/13c9/7ba6/13c97ba66599b0ca27789a9c0c18128916f422d9815ea33b7da369c5a4669c0d.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2013,هيونداي
هنداي قراند 2010,7500,https://opensooq-images.os-cdn.com/previews/220x0/34bf/1405/34bf14052213238bab4cee9586e42c8809ad55959dfb30edc729f6c74013ce45.jpg.jpg,٠,2010,هيونداي
بكم اسوزو kp,4500,https://opensooq-images.os-cdn.com/previews/220x0/1f9d/0c0e/1f9d0c0eb840c0892b318ca890c91faa2a82d62bafbe1293f4f9544b2d94d22d.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1995,ايسوزو
سوزكي ساموري اصلي 1000,2700,https://opensooq-images.os-cdn.com/previews/220x0/c201/3176/c20131763447779c9b8ed4bc8b0869238f506bb521e670b3ee279938467dda1b.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",1985,سوزوكي
تويوتا هايلكس 2016 خمس شناكل 7جيد مرخصه كوشوك جديد سياره بالصلاة على النبي,19000,https://opensooq-images.os-cdn.com/previews/220x0/a0dd/db57/a0dddb57c4cd1e204221e45e96ac0e4f19d36cdad1e86f9282944209bc9e8092.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2016,تويوتا
مرسيدس s350 2005 لارج وكاااااالة,16500,https://opensooq-images.os-cdn.com/previews/220x0/80fb/9fb6/80fb9fb63d51c119f4a1459abb3f0ac87f7f9250351c3e04182fb4f16c95bcc7.jpg.jpg,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",2005,مرسيدس بنز
الطفيلة... بصيرا,3000,https://opensooq-images.os-cdn.com/previews/220x0/62bd/a450/62bda4508cbf98628b6a7af8cb40903712312f8550260513d97a61231e4a531a.jpg.jpg,٠,1996,كيا
name,price,img,km,year,type
جنطات مرسيدس للبيع او البدل amg الاصلي,450,https://opensooq-images.os-cdn.com/previews/220x0/816f/36d2/816f36d28ce97a61f76eca63f245d5f25699a3c2da5542057cd84fb03847ff3c.jpg.jpg,٠,2009,مرسيدس بنز
Ford Fusion 2014,14000,https://opensooq-images.os-cdn.com/previews/220x0/4dd2/d54a/4dd2d54a4ee3390cccff4282e8f799811b0bf06199c5e265bfab761a67e8c281.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2014,فورد
بيجو 407 2008,5500,https://opensooq-images.os-cdn.com/previews/220x0/8ea3/e110/8ea3e110c7d2c2d677083e81e3fb285fe93f2068704680528bd3cb76a27209d7.jpg.jpg,٠,2008,بيجو
جيب شيروكي ليبرتي 4*4 2004 للبيع او البدل,8200,https://opensooq-images.os-cdn.com/previews/220x0/983f/c82d/983fc82da77aa630770bcd72a07ab7799c7f406a590acc3755aea5c6e00e75a3.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2004,جيب
باص هونداي دب باص طلاب,9,https://opensooq-images.os-cdn.com/previews/220x0/07a3/5563/07a35563b1f19810482f0de3ecad0e9811592c3c6846def05645d53c56783241.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2007,هيونداي
سيارة تويوتا بريوس للبيع مع امكانية التقسيط من المالك مباشرة.موديل2008.فل اوبشن ما عدا الفتحة,11000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"١٩٠,٠٠٠ - ١٩٩,٩٩٩",2008,تويوتا
إعفاء طبي BMW 316 موديل 2012,6800,https://opensooq-images.os-cdn.com/previews/220x0/a1eb/bdd2/a1ebbdd2f23bf821c8e0f977aa9b9dbeaff3374bd80f1b5c048d10d13adc62f7.png.jpg,٠,2012,بي ام دبليو
هونداي اكسنت محرك 1500 للبيع,7100,https://opensooq-images.os-cdn.com/previews/220x0/e35f/1889/e35f1889e8368bba6f41015e2f5304bd2bf2fd92ff6a049a5757c832840bee72.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2007,هيونداي
هيونداي i10قراند 2016,9300,https://opensooq-images.os-cdn.com/previews/220x0/b847/ce34/b847ce34314d0eea50ba339216bb9dc5fcc31f9ac8e33188f18438aa1f7250b2.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2016,هيونداي
نيسان ليف 2015 اربعه جيد,10500,https://opensooq-images.os-cdn.com/previews/220x0/6035/59cb/603559cb11faf086d1f1946f98ba2e800574513cebbb83639d98f9b9a4b36b44.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2015,نيسان
بيجو بارتنر,3000,https://opensooq-images.os-cdn.com/previews/220x0/fe45/df27/fe45df27bcd3d90c7610553116686dfedfd32c78d209865e50dba54854f84d5b.jpg.jpg,٠,2004,بيجو
هيونداي افانتي md 2012,11000,https://opensooq-images.os-cdn.com/previews/220x0/2cac/f569/2cacf569a97331c00ccd3de7c534a30822e3eb8e38330ce5e50255997e5e687b.jpg.jpg,"١٧٠,٠٠٠ - ١٧٩,٩٩٩",2012,هيونداي
قولف mk4 موديل 1998,4700,https://opensooq-images.os-cdn.com/previews/220x0/a0a6/5c48/a0a65c48aae0093e027b5a699b996c535a7e8ae8bb4486bf8e8b11b19f54e439.jpg.jpg,"١ - ٩,٩٩٩",1998,فولكسفاغن
كيا فورتي 2010,9500,https://opensooq-images.os-cdn.com/previews/220x0/e76f/556b/e76f556b39885de4247a0ed7dcefe3e792c7e3ce757faeb494ef418789d7c6d9.jpg.jpg,"١ - ٩,٩٩٩",2010,كيا
كيا بريجو 97... او بدل على سياره بنفس الثمن فكترا هونداي,2600,https://opensooq-images.os-cdn.com/previews/220x0/dee6/73f9/dee673f9771864a11d5de227a7db72ce64d071859da0b4af7e396c919bd5fb92.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",1997,كيا
تويوتا كورونا 1993,2000,https://opensooq-images.os-cdn.com/previews/220x0/b612/01f7/b61201f7ff08607bb0a0dfe39b2a6ac4f2744ae39cffef8629b22b79c5f63dd9.jpg.jpg,"٢٠٠,٠٠٠+",1993,تويوتا
ميتسوبيشي باجيرو 2006 سبعه جيد,11250,https://opensooq-images.os-cdn.com/previews/220x0/f9f2/8614/f9f286149cd4f9dcdedc5393163751f531ba5a748aa70764d8f35661a5676d81.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2006,ميتسوبيشي
دايو نوبيرا 2 بريميوم فل جير اتـومـاتـيـك 1999,3700,https://opensooq-images.os-cdn.com/previews/220x0/17f1/41d9/17f141d98543c6e3241de31f90ef918e86251972e7642075072f7e8a04782783.jpg.jpg,"١ - ٩,٩٩٩",1999,هيونداي
Silvarado LT Z71 (Off Road ) 5.3v 8c Single cub 4WD,18000,https://opensooq-images.os-cdn.com/previews/220x0/b054/726c/b054726c36f36e09e00c70ab452f1b2a7d79ed3ded903b3c33b899d92cb3ded5.jpg.jpg,٠,2014,شيفروليه
كيا سيفيا 2 م 2000 للبدل,3500,https://opensooq-images.os-cdn.com/previews/220x0/43de/2084/43de208430316aa2effd8f62dfa6f3732181037575c931b16f3101300e694743.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2000,كيا
سيارة BMW _ I3 مميزة  للبيع. موديل 2015,15000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"٣٠,٠٠٠ - ٣٩,٩٩٩",2015,بي ام دبليو
تيسلا محركين. طراز PD85d. فل اوبشن,39000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"٢٠,٠٠٠ - ٢٩,٩٩٩",2015,تيسلا
اكسنت 1996 للبيع خالي قص,2000,https://opensooq-images.os-cdn.com/previews/220x0/c60a/fb54/c60afb54f6a58d06d1f41a62fdb68d0fff0dd18b82e155ebe66fa236c44736d6.jpg.jpg,"١٩٠,٠٠٠ - ١٩٩,٩٩٩",1996,هيونداي
هيونداي سوناتا 2016 للبدل على نافارا,10500,https://opensooq-images.os-cdn.com/previews/220x0/57ba/349f/57ba349f714c06fede3814e8dfa0dbd1a3536a002b395b862dcdad49429a798a.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2016,هيونداي
بكم بنجو فحص موديل 2003,5200,https://opensooq-images.os-cdn.com/previews/220x0/6e5d/6896/6e5d689680b790b50d65d9c16d9f7f54e4fed31ee22899b91ff6f74d564d8a93.jpg.jpg,"١ - ٩,٩٩٩",2003,كيا
البدل على سياره احدث,6400,https://opensooq-images.os-cdn.com/previews/220x0/4aa5/7f86/4aa57f86533b6c9a7645509a518a72a1a3f3a38145c85ad19d7b43c939c3f12e.jpg.jpg,"١ - ٩,٩٩٩",2000,بي ام دبليو
بريوس 2013 ابيض بحالة ممتازه,9500,https://opensooq-images.os-cdn.com/previews/220x0/2cd3/f566/2cd3f56652cb6331c53ab9d7e42ac78a67af102b5a2036959eaf8d9363212425.jpg.jpg,"٦٠,٠٠٠ - ٦٩,٩٩٩",2013,تويوتا
name,price,img,km,year,type
اوبل فكترا موديل 1991,2600,https://opensooq-images.os-cdn.com/previews/220x0/30e5/4800/30e54800f2c46eab118d44653f6384263341bd34205c11c1f5eea1a6500e3fae.jpg.jpg,"١ - ٩,٩٩٩",1991,أوبل
لكزس ct 2017 فل الفل بحالة الوكالة,17900,https://opensooq-images.os-cdn.com/previews/220x0/d494/90b8/d49490b83b642618924cc331c49a1ca09a125bb62d0fa92b73d898731c49125f.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2017,لكزس
تويوتا بريوس 2016,14100,https://opensooq-images.os-cdn.com/previews/220x0/02d1/bf03/02d1bf0391396cc1560f61d70b46bfe6d6c60e8e948620492d421001366a3af5.jpg.jpg,٠,2016,تويوتا
كيا سيفيا فل اتومتك 1997,3200,https://opensooq-images.os-cdn.com/previews/220x0/9bb1/e5a0/9bb1e5a02a19001379eafb47a178d2f5c18aa65c8de710da86562d761bde87ef.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1997,كيا
جولف بريميوم 2016 فل الفل,15750,https://opensooq-images.os-cdn.com/previews/220x0/b27e/ceed/b27eceedfd14296cd212dd2b68528c6fd6aba53b2879d01f84373f86c5f64531.jpg.jpg,٠,2016,فولكسفاغن
هيونداي  h100 97,2700,https://opensooq-images.os-cdn.com/previews/220x0/e710/9939/e71099399ed29c4ac7e98077d1dcb14f6d2511018724d569230be53a26c7d37c.jpg.jpg,"٢٠٠,٠٠٠+",1997,هيونداي
مطلوب بكب ديزل مرخص أقساط,3500,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,٠,1990,أخرى
شفرليه بليزر 2005 وكاله,8000,https://opensooq-images.os-cdn.com/previews/220x0/e9b2/c375/e9b2c375426c8df962736fb85af01146605843a6b91c641212383cf89ca17f24.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2005,شيفروليه
تويوتا كامري 2011,11000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"٨٠,٠٠٠ - ٨٩,٩٩٩",2011,تويوتا
هوندا انسايت 2011,8400,https://opensooq-images.os-cdn.com/previews/220x0/df1a/9460/df1a94604dfefe8dd1cae33d68b41f162f6bb67099a4c908bb08e10961b9ae7e.jpg.jpg,"٢٠٠,٠٠٠+",2011,هوندا
هيونداي سوناتا 2015,17000,https://opensooq-images.os-cdn.com/previews/220x0/c8c8/7eca/c8c87ecac87cec0595675edde31d397e8869ab33414e4dec749842be2f08f86f.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2015,هيونداي
هونداي XD 2006 اتوماتيك,5850,https://opensooq-images.os-cdn.com/previews/220x0/fa0d/fd74/fa0dfd74c5a4a145cf4af1002e3799b3f5c6f766bf6210725567e570e8e15a97.jpg.jpg,٠,2006,هيونداي
مرسيدس c180,13250,https://opensooq-images.os-cdn.com/previews/220x0/3d21/b647/3d21b6477f8a9c37c214077a6233c275e9dbeca6ba56f1b3f65fae37eba0be43.jpg.jpg,"١٩٠,٠٠٠ - ١٩٩,٩٩٩",2005,مرسيدس بنز
نيسان صني للبيع مديل 2000,2750,https://opensooq-images.os-cdn.com/previews/220x0/e4fe/fcf9/e4fefcf92e04665a173e99d4f8027f76adc5e9f8439741c2f48a21a774f328b2.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2000,نيسان
هيونداي سوناتا,15200,https://opensooq-images.os-cdn.com/previews/220x0/4428/97df/442897df356e9368651d2a5888669572e952b454e94bd9e85b9a8ed460da3497.jpg.jpg,٠,2016,هيونداي
بينجو 2001 للبيع,4500,https://opensooq-images.os-cdn.com/previews/220x0/3866/abe9/3866abe908a5d4f754ba96d9182399b785f9fa2f901ddd1c4e74eaba91f481a0.jpg.jpg,٠,2001,كيا
تيتانيوم اعلى صنف,20500,https://opensooq-images.os-cdn.com/previews/220x0/248a/5ee8/248a5ee808ce99cd93be97829cf15de7ff87b630fdbe1e3ef6d2ea0112f7c8b4.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2017,فورد
هيونداي سوناتا2018 الشكل الجديد كليا,17500,https://opensooq-images.os-cdn.com/previews/220x0/9841/e3ed/9841e3edb5468d461144b4c6de17dc01657250cb107421a5e314022c1ce8aa63.jpg.jpg,٠,2018,هيونداي
تويوتا كورولا 2016,1,https://opensooq-images.os-cdn.com/previews/220x0/43d4/68c0/43d468c00e951bdaf0368777405b6c689be352e6a9d7bb016399f4c214f79590.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2016,تويوتا
هونداي h100 نخب,3500,https://opensooq-images.os-cdn.com/previews/220x0/c67e/d50e/c67ed50ebf37afff82c6d1511194d339e1e79391af3ef82caa2df5fc6f63a417.jpg.jpg,"٢٠٠,٠٠٠+",1997,هيونداي
هونداي افانتي md 2012 اوتوماتك,8800,https://opensooq-images.os-cdn.com/previews/220x0/0544/63c3/054463c3ab0a7dbd85f79ac1c107a87045b2c95cb6fa12d607f7f819d8ac37cf.jpg.jpg,"١ - ٩,٩٩٩",2012,هيونداي
فورد فيوجن اقساط 2017,1,https://opensooq-images.os-cdn.com/previews/220x0/0b6d/7f9b/0b6d7f9bc74c7ee7b6d562615997351949dc91481ff224e3a71beb3b66c92e7c.jpg.jpg,٠,2017,فورد
name,price,img,km,year,type
جمس انفوي فحص كامل للبيع او البدل المناسب,8500,https://opensooq-images.os-cdn.com/previews/220x0/4325/3683/43253683b8a9ff699d393a045d915305dea89ad347d2238903201f4b4ca47485.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2004,جي إم سي
كيا شوما 99 للبيع,3650,https://opensooq-images.os-cdn.com/previews/220x0/6b50/e503/6b50e5039a715d89df573de82a319f3e83f91f8a5e92d4162373e9c7fa3a70df.jpg.jpg,"٢٠٠,٠٠٠+",1999,كيا
دايو نوبيرا 2 وكالة الوكالة,3200,https://opensooq-images.os-cdn.com/previews/220x0/db22/962e/db22962eefcd313996dc224f4009a9a819cda905f5c9f42ff0095ab22feedc36.jpg.jpg,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",1999,دايو
تويوتا يارس 2015 هايبرد Toyota Yaris haybrid 2015,11500,https://opensooq-images.os-cdn.com/previews/220x0/053d/38e9/053d38e9125c82d6e162c2811f241fd93a9b2acf91ec4130e9fe9fd8d5283e7f.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2015,تويوتا
كيا اوبتيما,16800,https://opensooq-images.os-cdn.com/previews/220x0/6765/5170/67655170fff2800252d95fe550701aad6f73298f5f2c81516cfed224416e016b.jpg.jpg,"١ - ٩,٩٩٩",2017,كيا
هيونداي سوناتا,1,https://opensooq-images.os-cdn.com/previews/220x0/1604/5fce/16045fced7efe618d68c83f5b42e4c7a9ead59063cfc7c3245fc3a66db4d1c08.jpg.jpg,"٦٠,٠٠٠ - ٦٩,٩٩٩",2016,هيونداي
تويوتا هايس1994,4000,https://opensooq-images.os-cdn.com/previews/220x0/6d81/b8ce/6d81b8ce86ee5af89df6d8f3a187973a2b230b87d4dcc4ce588f3bf0c6ec388d.jpg.jpg,٠,1994,تويوتا
بكم كيا بنجو 2013  فحص امامي ضربات علي الراس  خلفي جيد,7500,https://opensooq-images.os-cdn.com/previews/220x0/927c/9ec7/927c9ec7c8c3df84530610724d44763ae0edf500b6510c7b7de8579a255df8c6.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2013,كيا
جنط كيا بيكانتو الاصلي,320,https://opensooq-images.os-cdn.com/previews/220x0/260e/4f31/260e4f3163d1d13fb1cb6465d64dca6f2d012835a33294536f4588a928742f50.jpg.jpg,٠,2016,كيا
هونداي اكسنت للبيع او للبدل,3500,https://opensooq-images.os-cdn.com/previews/220x0/d26a/ee98/d26aee98f723afd862734e768768e3a80711ab64d5d3e74421cf6d5c3c824fe4.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1999,هيونداي
كيا بيكانتو موديل 2015,8250,https://opensooq-images.os-cdn.com/previews/220x0/5eee/ec30/5eeeec30de563acd7b4b676198d8494644bbf510622e92f698fa1526ced2056a.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2015,كيا
