name,price,img,km,year,type
Mercedes Benz B Class 2014 For sale - Black color,16500,https://opensooq-images.os-cdn.com/previews/220x0/f044/41ee/f04441eefb8c5701399f770b4d80061a9a744da8508627ec6aedca01f081b56e.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2014,مرسيدس بنز
كيا بينجو 2004,6500,https://opensooq-images.os-cdn.com/previews/220x0/48f7/c8bb/48f7c8bb8864a8be00e5290ea63380804d98dc85ff55d59ebb3138ad98acda59.jpg.jpg,٠,2004,كيا
هوندا سيفيك 2005 للبيع,5200,https://opensooq-images.os-cdn.com/previews/220x0/93c1/07dd/93c107dde16b41fd5017d309f0a4215e6f01e793114d0c8114b6d3f786352614.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2005,هوندا
للبيع الفوري بسبب الحاجه بسعر مغري,1700,https://opensooq-images.os-cdn.com/previews/220x0/b0ff/1b80/b0ff1b80316d670ff22a10341fc28e958dfeebe7666c516a42f4630833ec551b.jpg.jpg,"١ - ٩,٩٩٩",1989,فولكسفاغن
كيا نيرو 2017 تورينج وارد كوريا 7 جيد نقدا وبالتقسيط,5700,https://opensooq-images.os-cdn.com/previews/220x0/a3b3/b109/a3b3b1098e8d069dbd72494ab3deec77dd5f36fad719841ccf319a8f80ca2ff8.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2017,كيا
هونداي افانتي 2017 شبه زيرو وارد كوريا فحص كامل 7 جيد,14200,https://opensooq-images.os-cdn.com/previews/220x0/34ea/db60/34eadb60c89c8a2e56d3fc30f71f4eaddfb8830b1cc3d71b4f759f7cc5692f1b.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2017,هيونداي
هونداي النترا 2017 فحص كامل فل مع فتحه وارد الشركه,14500,https://opensooq-images.os-cdn.com/previews/220x0/133c/574d/133c574d3bbaa2db91c5b9cb5ff142e19693edd45454c24e1e7237dea5e539b4.jpg.jpg,"٦٠,٠٠٠ - ٦٩,٩٩٩",2017,هيونداي
كيا نيرو 2018 وارد كوريا تورينج بدون فتحه 7 جيد,5700,https://opensooq-images.os-cdn.com/previews/220x0/1586/b13a/1586b13a634f0e9764df8b2c26cfe64c78298ce8c34cc29b0852c97f18208801.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2018,كيا
كيا بيكانتو (مورنينج) 2016 وارد كوريا فل اضافات بدون فتحه,9000,https://opensooq-images.os-cdn.com/previews/220x0/41dc/2895/41dc2895ae1c7f7d841edec467652029fd43fae13155d639677d95f75cfc3cf2.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2016,كيا
كيا نيرو 2018 تورينج وارد كوريا 7 جيد,5700,https://opensooq-images.os-cdn.com/previews/220x0/49e5/672e/49e5672e716b1a58e5b2f79c343e9ade14a832e8f6da44dd193f8af7d51ddb2e.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2018,كيا
كيا نيرو 2017 وارد كوريا فل الفل نقدا وبالتقسيط,5700,https://opensooq-images.os-cdn.com/previews/220x0/eff9/38a8/eff938a8fc516f3e425746e1c4d957c40de7705a5f2d890c57911bb66f026c75.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2017,كيا
اوبل كاديت منفوظه ومرخصه سنه ومش بحاجه صيانه,1500,https://opensooq-images.os-cdn.com/previews/220x0/77aa/0191/77aa01914e71891cb45c3723e66e2634a2c725ccf8db66f439db877e25472443.jpg.jpg,"٢٠٠,٠٠٠+",1988,أوبل
قطعة أرض للبيع 704متراول للبدل بسيارات نفس القيمة,75000,https://opensooq-images.os-cdn.com/previews/220x0/ca99/5d41/ca995d41b8d978318c4d9abb4b5c6988bf196fbd55dfcc5a898ea65ec3e3d079.jpg.jpg,"١ - ٩,٩٩٩",2018,تويوتا
name,price,img,km,year,type
هونداي النترا 2014 للبيع او البدل بحالة ممتازة,10800,https://opensooq-images.os-cdn.com/previews/220x0/359d/626e/359d626e60ec6af58de1a7b5ed9f404747a289a90657df3248c35e30151c083a.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2014,هيونداي
اوبل كاديت للبيع موديل 90,2700,https://opensooq-images.os-cdn.com/previews/220x0/b3e0/c2d4/b3e0c2d4aed58203d1f8f2f2c6c851018826973bfde5f67331541e79cd6cee00.jpg.jpg,"١ - ٩,٩٩٩",1990,أوبل
مطلوب 0795732965,7500,https://opensooq-images.os-cdn.com/previews/220x0/5c88/c402/5c88c402e480acc1e7d520bea571a97643058d117c502b405e74f152301fa9ad.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2008,نيسان
روار اسابع,5000,https://opensooq-images.os-cdn.com/previews/220x0/451d/f69e/451df69ef26f70dbdebeef599810f768627b49354ef8951aed9a541de2c51486.jpg.jpg,٠,2004,بيجو
بكم تويوتا هايلوكس موديل 84.,3500,https://opensooq-images.os-cdn.com/previews/220x0/a4de/1422/a4de14229a221f9f089c09a97601998c5f155c268f9243895912d2614dca31e1.jpg.jpg,٠,1984,تويوتا
دوج افنجر 2008 فحص كامل,8500,https://opensooq-images.os-cdn.com/previews/220x0/380b/f073/380bf07361e9a0c978b89dbcdfbe174dd38617e11e701bd3adaed2e224875241.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2008,دودج
Hyundai GENESIS coupe turbo 2000cc,13000,https://opensooq-images.os-cdn.com/previews/220x0/68c1/8d52/68c18d52ad440c835f41a27c12b3393b4d400314384a9a59a5f176ab9d2d8f1d.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2011,هيونداي
نيسان سنترا 2014 اوتوماتيك,9700,https://opensooq-images.os-cdn.com/previews/220x0/14bb/e096/14bbe09676c3a343aec32da297706bb71dd58128059a44d7a864d34b1877fd3a.jpg.jpg,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",2014,نيسان
ام دي 2011 تاب فل الفل أعلى صنف,9700,https://opensooq-images.os-cdn.com/previews/220x0/3ba3/3972/3ba339727a8c3f9851fc5c828f137acb1bba2939b3603b68895dc344e09f56b3.jpg.jpg,٠,2011,هيونداي
شيفروليه سبارك 2017 إعفاء أو بدون جمرك,3200,https://opensooq-images.os-cdn.com/previews/220x0/c13e/7ce1/c13e7ce15e0f279c2e339663e12bd51942d599250ea08ca3c6cc4f206c071ff3.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2017,شيفروليه
أوبل فكترا 1992,2200,https://opensooq-images.os-cdn.com/previews/220x0/078a/70a3/078a70a38865f8c4ed76bba69edd52d7f6be8dc8711a5d587d8a7b2c98033306.jpg.jpg,٠,1992,أوبل
هوندا سيفيك 2005 بحالة ممتازه بنزين,6350,https://opensooq-images.os-cdn.com/previews/220x0/5f51/a4f6/5f51a4f6cade046ce6151a30869b4a304b351de4296b8cfea2eda274d0208687.jpg.jpg,"٢٠٠,٠٠٠+",2005,هوندا
هونداي سوناتا فحص كامل (كلين تايتل),11700,https://opensooq-images.os-cdn.com/previews/220x0/ad94/4e5f/ad944e5f318062aeb1f062ce086ee9efd26cc8ea2e6b8bada16d58d80bf88cd5.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2011,هيونداي
روفر 400 موديل 1997,2000,https://opensooq-images.os-cdn.com/previews/220x0/5c2d/54cc/5c2d54cc3461b8981606424a65cfd0a5de0d6ef6ba2fc5de7722c657ca16eeca.jpg.jpg,"٢٠٠,٠٠٠+",1997,روفر
مارسيدس للبيع كامله قطع,3500,https://opensooq-images.os-cdn.com/previews/220x0/cd23/2cd1/cd232cd116e5c99a6df60279a067b7b76afaf148ff6c35a9eb994312acac7ada.png.jpg,٠,2009,مرسيدس بنز
فولفو 240 1981,2500,https://opensooq-images.os-cdn.com/previews/220x0/abb4/1640/abb41640cff1f775b80efeac53d005c01105eb4c17e3e01c7fef13caa44a8240.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1981,فولفو
جيمس انفوي موديل 2003 ترخيص واطي للتغيير فقط,7300,https://opensooq-images.os-cdn.com/previews/220x0/4889/2c44/48892c447153807e80d0fb9c76c987b57326867cd0094a7e64425a913d0ff3af.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2003,جي إم سي
اوبتيما موديل 2017 لون لؤلؤي فحص 7 جيد,17200,https://opensooq-images.os-cdn.com/previews/220x0/7139/10cd/713910cdf114cfcc71f3816d95a84d9a8ac377452f21b1b1862dd60e786444a1.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2017,كيا
باص 2002 ليميتيد فحص H100,5500,https://opensooq-images.os-cdn.com/previews/220x0/c29c/088c/c29c088c35562f74fffa17a9b37285aebd9c810badecc6d616045342b540cb13.jpg.jpg,٠,2002,هيونداي
للبيع او للبدل,2900,https://opensooq-images.os-cdn.com/previews/220x0/579b/5b69/579b5b692140dc6ca76e1340d19588d2426614d52e1844fa5544d234572841d0.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2006,بيجو
فورد فيوجن 2017 تيتانيوم,17250,https://opensooq-images.os-cdn.com/previews/220x0/f3e3/ad20/f3e3ad20a10c7d6a0f677d3e0ff5520545e8af7d6d9063fb15e48f76a263fe62.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2017,فورد
مطلوب هيونداي أتوس 2005 أو2004 تماتيك,3000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,٠,2005,هيونداي
name,price,img,km,year,type
بكم كيا فرونتير موديل 2000,5000,https://opensooq-images.os-cdn.com/previews/220x0/a66e/78ea/a66e78ea0d7451b912d5a1d713a090f02925b087296f491dd1ae4b1333fefbfb.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2000,كيا
رينج روفر ايفوك 2012,25000,https://opensooq-images.os-cdn.com/previews/220x0/a328/da45/a328da45c2a6aa5bf14235226864081001ee21826d36a78303896cd3970e0d72.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2012,لاند روفر
دودج رام هيمي 2008,8400,https://opensooq-images.os-cdn.com/previews/220x0/447c/2a09/447c2a0911a23c5b2c26f2b8e3f659a374d5060fce747e67789b28bd8b682a81.jpg.jpg,"١٤٠,٠٠٠ - ١٤٩,٩٩٩",2008,دودج
هوندا سيفيك 2000 للبيع,4900,https://opensooq-images.os-cdn.com/previews/220x0/d3af/3119/d3af31199b1e4c113a738d5c01ac8c8f7b063714bcf4defe45c66af588d26aa4.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2000,هوندا
هونداي فوليستر 2014 تيربو,13000,https://opensooq-images.os-cdn.com/previews/220x0/caa0/667b/caa0667bf8071c7c040826efee50f06374743e23c950790f97776cdcb00a40a2.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2014,هيونداي
هونداي توسان للبيع او للبدل في شي اقتصادي هونداي مازدا متسوبيشي يفضل فوق2015,10400,https://opensooq-images.os-cdn.com/previews/220x0/39aa/959c/39aa959c64307fed648fcf19432e120121f2c599008a495fce3a2d6c754437d4.jpg.jpg,"١٦٠,٠٠٠ - ١٦٩,٩٩٩",2009,هيونداي
دايو نبوبيرا 1,2100,https://opensooq-images.os-cdn.com/previews/220x0/9384/48ca/938448cae1e910690302f492599de336fdd25a5cd912aa02d941b575d6fae44f.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1997,دايو
سوناتا 2013 قابل للبدل ( البيع بدون الرقم ),12000,https://opensooq-images.os-cdn.com/previews/220x0/1c1f/f3ee/1c1ff3ee33f1dff807958bd3d9ae75cec76c7bfc62fe56940e66bf3ba1b9f901.jpg.jpg,٠,2013,هيونداي
بكم كيا 1997,4000,https://opensooq-images.os-cdn.com/previews/220x0/2d7e/62a5/2d7e62a5fd32d5672adcb9f18b45102c5b1164615b7cf683b4c112b0b39d3933.jpg.jpg,"١٨٠,٠٠٠ - ١٨٩,٩٩٩",1997,كيا
جوهرة ماتور 1800,4500,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"١٤٠,٠٠٠ - ١٤٩,٩٩٩",1996,أوبل
بك اب بكم نيسان نافارا نيفارا le 2012 4WD فحص بسعر مغري للاتصال 0772559696,12400,https://opensooq-images.os-cdn.com/previews/220x0/060d/9893/060d9893b4a7f8121c02a11aa289b015de793623fda599b68835442255458ee3.jpg.jpg,"١١٠,٠٠٠ - ١١٩,٩٩٩",2012,نيسان
هونداي افانتي 98,5500,https://opensooq-images.os-cdn.com/previews/220x0/394d/4140/394d4140975f2d7a2711e8bddd807209792eddccaa87f940a99dbbd066426bab.jpg.jpg,٠,1998,هيونداي
باص بريجو قطع,800,https://opensooq-images.os-cdn.com/previews/220x0/11b7/9490/11b79490d36ed0fc4d8ce3ad594cc7eaa07de300f3d83746baaebcee1a042f25.jpg.jpg,"١ - ٩,٩٩٩",1996,كيا
لنكولن لينكولين mkz فل كامل,15000,https://opensooq-images.os-cdn.com/previews/220x0/52a3/11b4/52a311b42700d6d1aa6f4c492ce63ac0859e5aab09921faf7f63a0ab4ff49b3a.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2013,لينكولن
تويوتا افالون 2014 ليمتد لون لؤلؤي فل الفل بطارية راكبة من وكالة جديدة,18500,https://opensooq-images.os-cdn.com/previews/220x0/f50b/a537/f50ba537ea39ee8a1b5630af58f5669cccfc078705c5731d0d75138ae64dfdfe.jpg.jpg,"٦٠,٠٠٠ - ٦٩,٩٩٩",2014,تويوتا
كيا اوبتما 2017 لون لؤلؤي فحص كامل 7 جيد فل كامل عدا البانوراما حرة جديد,17200,https://opensooq-images.os-cdn.com/previews/220x0/9cd7/6ea9/9cd76ea9418ba420feb35dfaca59eac02253a4e581ff9f1ff30220799e811bbf.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2017,كيا
ميتسوبيشي باجيرو 1982,8000,https://opensooq-images.os-cdn.com/previews/220x0/9512/8636/95128636481bc11dcbc9b7bd841a5ecca50f3d1e44152de679f30cbe9cb38de8.jpg.jpg,٠,1982,ميتسوبيشي
قولف موديل 1993 بحالة الوكاله,3000,https://opensooq-images.os-cdn.com/previews/220x0/b1ff/09b7/b1ff09b7ecae595a4fe5a7387e6f0b1a1e5457ade2125b97da16e41924d89b2c.jpg.jpg,"١ - ٩,٩٩٩",1993,فولكسفاغن
ايونيك 2018 فحص كامل,15500,https://opensooq-images.os-cdn.com/previews/220x0/ffd8/27b8/ffd827b8e91976559892971a4f4dfd2d948d83c6719841609fd012ca91e4ea5b.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2018,هيونداي
كورولا 2018 بنزين للاعفاءات,7400,https://opensooq-images.os-cdn.com/previews/220x0/55d3/e36b/55d3e36b1d61b040f4f5c7db914a129c3246af1cd4bbad7a9eecd1e1add615c2.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2018,تويوتا
بريوس سي 2015,10850,https://opensooq-images.os-cdn.com/previews/220x0/b172/05a2/b17205a272160eca871503955ec00d2617529af979ede1d34990d8a84711fbce.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2015,تويوتا
فيوجن 2019 فحص كامل,19000,https://opensooq-images.os-cdn.com/previews/220x0/5609/6be0/56096be09a76c302c5ea1c1f27eba839de7d40110dfe2d7a421d037372d5dc13.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2019,فورد
تويوتا بحال الوكاله,18000,https://opensooq-images.os-cdn.com/previews/220x0/b756/edbc/b756edbcdf856978780ef9e84ea96273c5cb47c79626682485ad4c829db068e2.jpg.jpg,"١ - ٩,٩٩٩",2018,تويوتا
"سياره للبيع
دايو لنوس موديل 1999 فحص 3 جيد مرخصه لشهر 12  جنط الالمنيوم 15 كوشوك",2800,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"٨٠,٠٠٠ - ٨٩,٩٩٩",1999,دايو
سياره اوبل كاديت رقم مميز 44331_19,1650,https://opensooq-images.os-cdn.com/previews/220x0/f5e1/3a85/f5e13a850746b0b62a4909d937e576d3f15975fce4441a780dadb1ab23688e24.jpg.jpg,"١ - ٩,٩٩٩",1991,أوبل
name,price,img,km,year,type
باص ستاركس ليمتد,9500,https://opensooq-images.os-cdn.com/previews/220x0/fef4/6763/fef46763e39c9f7e0834afef4a11fb6cc4c778bf68a9f2714729269a71409354.jpg.jpg,٠,2006,هيونداي
بيجو 206 موديل 2009 او للبدل على سيارة اعلى ثمن,4500,https://opensooq-images.os-cdn.com/previews/220x0/7fff/61b8/7fff61b8ee9867d81daecdf63e23abe5c1e7cf722e6660108d6e5608491f44e5.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2009,بيجو
بريوس بانورما فل بسعر مغري,8700,https://opensooq-images.os-cdn.com/previews/220x0/0b62/0bef/0b620befc4e7e86600e4a4d8c2d660a20636e0f01bcc2af0849849ab0895ecad.jpg.jpg,"١٦٠,٠٠٠ - ١٦٩,٩٩٩",2011,تويوتا
ميتسوبيشي لانسر 1993 اتوماتيك,3500,https://opensooq-images.os-cdn.com/previews/220x0/3505/404d/3505404d121e8b1694c591a8c8e409086f5cf2c8a41f38a0a5d6d7df59d3a4c1.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",1993,ميتسوبيشي
سبكترا نضيفه 2000للبدل,3700,https://opensooq-images.os-cdn.com/previews/220x0/14ea/1cf4/14ea1cf46a734057cf710fcc0bbe6ac196d18d7780430bcd28311d08ea71f5c9.jpg.jpg,"١ - ٩,٩٩٩",2000,كيا
مطلوب سيارة,1111,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"١ - ٩,٩٩٩",2001,تويوتا
بكم بورتر 2011 بحالة ممتازة,8900,https://opensooq-images.os-cdn.com/previews/220x0/26da/90e4/26da90e47f60a26481453f3e06d991719a20a3718ce0105d2043c077d0c5eadb.jpg.jpg,"٢٠٠,٠٠٠+",2011,هيونداي
ديانا تيوتا,5500,https://opensooq-images.os-cdn.com/previews/220x0/f1a5/6422/f1a56422aae41d07808b04fe34619101176799101038306c4991e7cfbd3d3863.jpg.jpg,٠,1985,تويوتا
كيا اوبتما 2013 للبيع,14500,https://opensooq-images.os-cdn.com/previews/220x0/5e3f/8678/5e3f867840e2cf4cde8c80c5b3d9d51edc9301eaa312f0093f559dea41f51622.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2013,كيا
تويوتا كامري 2010,12000,https://opensooq-images.os-cdn.com/previews/220x0/d765/15cf/d76515cfd34bea750e0684926bbcf658a1e729af4bf3a53735c776c3d3ad4ac5.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2010,تويوتا
أوبل كاديت موديل 1991,2000,https://opensooq-images.os-cdn.com/previews/220x0/7060/d749/7060d749edfff158f2798d0ef4010fe1f23fae9162a2bc399ac50bfc8165086e.jpg.jpg,٠,1991,أوبل
هونداي افانتي 96 قير عادي,4000,https://opensooq-images.os-cdn.com/previews/220x0/697e/a38f/697ea38f9e4122ccea6e13c8e7322a0f91f951e1e5a426a18b8c7d6554166daf.jpg.jpg,"١ - ٩,٩٩٩",1996,هيونداي
مرسيدس لف 200 موديل 1983,1700,https://opensooq-images.os-cdn.com/previews/220x0/a3d6/d576/a3d6d576ece382b5ac7353494481768dda5f665a9d07f72643dc514783a7f020.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1983,مرسيدس بنز
مازدا زووم 3  بحالة ممتازة,8500,https://opensooq-images.os-cdn.com/previews/220x0/a562/57cf/a56257cfe2ee72719129d117ed68991627a5fd05f96f5db9f86ab40586021023.jpg.jpg,"١١٠,٠٠٠ - ١١٩,٩٩٩",2012,مازدا
بكب متسوبيشي L200   1993,5600,https://opensooq-images.os-cdn.com/previews/220x0/cd4a/4c99/cd4a4c99f4156ef44d5bf57dd53a8ac44bf53818f4750c0d143193d666002713.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",1993,ميتسوبيشي
للبيع لاندكروزر برادو 2012 او البدل على أرض,28000,https://opensooq-images.os-cdn.com/previews/220x0/fbbd/4522/cdf7430fa79081cb0b1266e7.jpg.jpg,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",2012,تويوتا
Chevrolet Aveo 2013 for sale,6900,https://opensooq-images.os-cdn.com/previews/220x0/6389/7abb/63897abb83379545ef7a80a44d727cca677c403dd5b942c1ee7d88d53e1ca2fa.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2013,شيفروليه
مرسيدس كلاسيك 190 موديل 1965,6500,https://opensooq-images.os-cdn.com/previews/220x0/5eaa/1545/5eaa1545a9f147d32013af1bb31e1aa3c4dea03efc9ce09e85dc0a235b107fb8.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",أقدم من 1970,مرسيدس بنز
تويوتا افلون 2013 فحص كامل كلين كار فاكس للبيع,19900,https://opensooq-images.os-cdn.com/previews/220x0/c10a/e952/c10ae95259249e1b3f166b153aeb89828bfb9c65c6d65f0ff83fc7060343cfc5.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2013,تويوتا
كيا اوبتيما 2400 وارد امريكي ( الرد على الرسائل عبر الموقع فقط ),13500,https://opensooq-images.os-cdn.com/previews/220x0/d6aa/2775/d6aa2775b6fdc0db77101a6daa828d212adc0ca27215a008f5a7cef7add64cbe.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2013,كيا
بيجو 308فحص كامل 7جيد 2009للبيع او البدل,7500,https://opensooq-images.os-cdn.com/previews/220x0/48a5/1b71/48a51b71c4604262e0d722a2dbee7d3e5f038db822ec2eb3557ff0e257cd2688.jpg.jpg,"١١٠,٠٠٠ - ١١٩,٩٩٩",2009,بيجو
دايو ليمنز موديل  1994,1800,https://opensooq-images.os-cdn.com/previews/220x0/d2ba/39c4/d2ba39c4ad134c7b8a9af91c86aef4c6eb43f9cb9b6ee865f9145786d216769d.jpg.jpg,٠,1994,دايو
بكب ميتسوبيشي سبرتيرو 2008 بسعر 7500,7500,https://opensooq-images.os-cdn.com/previews/220x0/3563/ce8f/3563ce8f81148ad6a745d6b0bc9cb2c7a23436bc90ec20873d63c0434b94cfc7.jpg.jpg,"١ - ٩,٩٩٩",2008,ميتسوبيشي
سياره هونداي سوناتا لون اسود 2015 مستعجل,15000,https://opensooq-images.os-cdn.com/previews/220x0/40cc/b204/40ccb204157576e4931d911d0522612477e84025ebdf0eca296c04d558f24180.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2015,هيونداي
name,price,img,km,year,type
تويوتا كورونا موديل 1993 محوله 1997 ومعدله بالكامل أنظف سيارة في الأردن,5000,https://opensooq-images.os-cdn.com/previews/220x0/0fc8/0b38/0fc80b38cf5a38064b81e55dfe674dde52110c4888733a6c4acda7c1de3f9fb7.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",1993,تويوتا
تويوتا بريوس سي 2016,11900,https://opensooq-images.os-cdn.com/previews/220x0/73d3/ee7b/73d3ee7b8dfb8c91e8121d9a58918cd1d43d8ac9008d6969dc1e8e833f532cf8.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2016,تويوتا
جيب رينج روفر سبورت اوتوبيغرفي2010,31600,https://opensooq-images.os-cdn.com/previews/220x0/de60/5a45/de605a45da392c153c27ef08206ac6a159ea177541b10eb885335e02fd19bd61.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2010,لاند روفر
كيا نيرو تورنغ فل الفل جمرك جديد 2017,17500,https://opensooq-images.os-cdn.com/previews/220x0/4c65/a8fe/4c65a8fe3ecf82a0fa1bac9cc72238f35aa55c957d89c81bec1ceaefebf68291.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2017,كيا
نيسان صنف خاص pro4-x فل كامل جمرك جديد عداد قليل بسعر مغري 2014 fronter,13900,https://opensooq-images.os-cdn.com/previews/220x0/d69e/d9e9/d69ed9e909e1f3ae5ccb7147da74a3c63a638b9a6eb56e6ce9df9bb9c2c64828.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2014,نيسان
ساب فكتوريا مديل 2005 فحص كامل فل الفل,8000,https://opensooq-images.os-cdn.com/previews/220x0/4785/363d/4785363daf19172bf68a9f5afd799f248a79cb7796e05c67a37376d40b03f4d6.jpg.jpg,"١٤٠,٠٠٠ - ١٤٩,٩٩٩",2005,ساب
هونداي اكسنت95 للبيع او للبدل,2600,https://opensooq-images.os-cdn.com/previews/220x0/b334/ea4e/b334ea4e824d40d90b745e825c7320a5e883a90fbf5cd32e7c11dbfd1c779086.jpg.jpg,٠,1995,هيونداي
بي ام 520 الدب موديل 99.,7000,https://opensooq-images.os-cdn.com/previews/220x0/2d87/c6db/2d87c6db801f4eaed8f9a03f6a386b97e332f5b72c18bcd76ff9072f261abab7.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",1999,بي ام دبليو
لانسر 2006 للبيع أو البدل,6000,https://opensooq-images.os-cdn.com/previews/220x0/522a/dd3b/522add3b0418f94a16fbde08896a988d99f4afcaeba3578f1efc02c4d136596a.jpg.jpg,"١٩٠,٠٠٠ - ١٩٩,٩٩٩",2006,ميتسوبيشي
متسوبيشي 94 للبدل على سيارة شرط (((ستيشن)),2300,https://opensooq-images.os-cdn.com/previews/220x0/77f5/dbf7/77f5dbf7c64d4ce62d67dc3330372fe366b9ce21a6450d03b2853058de28e7ee.jpg.jpg,٠,1994,ميتسوبيشي
هوندا سيفك 2006,8300,https://opensooq-images.os-cdn.com/previews/220x0/713d/ba7d/713dba7d9777153086caf2b57157752ec7e2d3544fd1d22b2711251552b64965.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2006,هوندا
ex 2011 ماتور 2000,9500,https://opensooq-images.os-cdn.com/previews/220x0/3721/fde7/3721fde70bed657f6b651a9f042cb3411aecfd640b5adcea8bc5ef2bc78fca0d.jpg.jpg,"١ - ٩,٩٩٩",2011,ميتسوبيشي
جيب شيروكي للبيع,7900,https://opensooq-images.os-cdn.com/previews/220x0/ad9d/5b81/ad9d5b8164ef4a68edb05489432ae8f64afa03a8f1415412e68ad3b6427d1d02.jpg.jpg,"١ - ٩,٩٩٩",2002,جيب
جولف mk2 1987 او بدل على BMW بوز نمر,2600,https://opensooq-images.os-cdn.com/previews/220x0/a195/9985/a1959985a7dcafd335314a7689734a874999abc028a94e04dde51f2acbf588e0.jpg.jpg,٠,1987,فولكسفاغن
هوندا اكورد 2018,22500,https://opensooq-images.os-cdn.com/previews/220x0/b289/51d0/b28951d02e4d9d70dda3789791195d3c6b1295dc64150db561d921bb7df3d429.jpg.jpg,"١ - ٩,٩٩٩",2018,هوندا
باص بريجيو للبيع,2250,https://opensooq-images.os-cdn.com/previews/220x0/0073/741f/0073741f44e622a066b5a1e4fee58692eb1cc67aeada826a4bfa258717c751ff.jpg.jpg,"٢٠٠,٠٠٠+",2000,كيا
هونداي النترا تكسي تكسي 2016,45000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"١٤٠,٠٠٠ - ١٤٩,٩٩٩",2016,هيونداي
هونداي سوناتا 2005,5250,https://opensooq-images.os-cdn.com/previews/220x0/6549/63a0/654963a0b6fe701216530f3242a247dd1f3245b80849f3d3812ec1e1b064baba.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2005,هيونداي
شفروليه بليزر 2002,6700,https://opensooq-images.os-cdn.com/previews/220x0/d4d3/3f94/d4d33f9411918febce11809e6a8f1b3b2828670f7de392eea871e71e2817f8e7.jpg.jpg,٠,2002,شيفروليه
